"Date","TimeOpen","TimeClose","Direction","EntryPrice","StopLoss","TakeProfit","ResultPoints","ResultR","MAE_Points","MFE_Points","SMA200_Trend","Breakout_Volume","Duration_Minutes","Spread_Entry","OpeningRangeSize","ATR","YesterdayRange","DistanceBreakout","DayOfWeek","Month","Strategy"
"2025.01.02","11:42","14:33","LONG","21202.03","21102.03","21502.03","-10000.0","-1.00","5850.0","7700.0","BELOW","235","171","100","5587.0","7.71","75.50","113.00","Thursday","January","Rango10_Cont"
"2025.01.02","16:36","17:30","SHORT","21110.50","21170.50","20930.50","18002.0","3.00","4445.0","15482.0","BELOW","2644","54","100","7425.0","29.40","75.50","-8320.00","Thursday","January","NY_Reversion"
"2025.01.03","11:08","14:31","SHORT","21031.90","21131.90","20731.90","-10000.0","-1.00","7188.0","1262.0","BELOW","230","203","100","5912.0","7.03","494.43","388.00","Friday","January","Rango10_Cont"
"2025.01.03","16:34","18:30","SHORT","21246.37","21306.37","21066.37","-6002.0","-1.00","5846.0","0.0","BELOW","2236","116","100","7285.0","19.09","494.43","-8984.00","Friday","January","NY_Reversion"
"2025.01.07","09:46","15:39","SHORT","21556.60","21656.60","21256.60","30005.0","3.00","5130.0","24281.0","ABOVE","299","353","100","2762.0","7.25","418.55","217.00","Tuesday","January","Rango10_Cont"
"2025.01.07","16:52","17:46","LONG","21279.42","21219.42","21459.42","-6006.0","-1.00","4903.0","143.0","BELOW","3477","54","100","7396.0","32.46","418.55","-11015.00","Tuesday","January","NY_Reversion"
"2025.01.08","10:02","11:31","LONG","21251.96","21151.96","21551.96","-10018.0","-1.00","5256.0","991.0","BELOW","295","89","100","2721.0","6.69","520.52","321.00","Wednesday","January","Rango10_Cont"
"2025.01.08","16:38","17:28","SHORT","21207.97","21267.97","21027.97","18005.0","3.00","1209.0","16712.0","BELOW","2358","50","100","5252.0","20.27","520.52","-7568.00","Wednesday","January","NY_Reversion"
"2025.01.09","09:38","23:00","LONG","21125.45","21025.45","21425.45","520.0","0.05","3042.0","2845.0","BELOW","341","802","100","2354.0","8.58","277.70","318.00","Thursday","January","Rango10_Cont"
"2025.01.10","16:38","18:23","LONG","20742.38","20682.38","20922.38","18001.0","3.00","923.0","16618.0","BELOW","2969","105","100","4979.0","25.89","127.73","-6973.00","Friday","January","NY_Reversion"
"2025.01.14","16:42","17:35","LONG","20704.63","20644.63","20884.63","-6004.0","-1.00","5043.0","680.0","BELOW","3254","53","100","6531.0","24.97","391.90","-9151.00","Tuesday","January","NY_Reversion"
"2025.01.15","09:38","13:33","LONG","20790.62","20690.62","21090.62","30008.0","3.00","1479.0","24137.0","BELOW","147","235","100","2247.0","5.56","359.12","350.00","Wednesday","January","Rango10_Cont"
"2025.01.15","16:32","07:10","LONG","21129.24","21069.24","21309.24","18016.0","3.00","4410.0","16896.0","ABOVE","3391","878","100","4634.0","23.35","359.12","-7122.00","Wednesday","January","NY_Reversion"
"2025.01.16","09:32","20:30","SHORT","21312.53","21412.53","21012.53","13947.0","1.39","3595.0","19697.0","ABOVE","439","658","100","5687.0","11.01","535.97","1077.00","Thursday","January","Rango10_Cont"
"2025.01.16","16:36","18:36","LONG","21215.50","21155.50","21395.50","-6006.0","-1.00","4555.0","4742.0","ABOVE","3393","120","100","6535.0","24.98","535.97","-7913.00","Thursday","January","NY_Reversion"
"2025.01.17","11:32","14:28","LONG","21210.40","21110.40","21510.40","30000.0","3.00","5137.0","29638.0","ABOVE","256","176","100","4775.0","5.74","384.41","287.00","Friday","January","Rango10_Cont"
"2025.01.17","17:02","14:40","LONG","21422.16","21362.16","21602.16","18003.0","3.00","4663.0","17587.0","ABOVE","2523","4178","100","5729.0","13.61","384.41","-6076.00","Friday","January","NY_Reversion"
"2025.01.20","10:54","23:00","LONG","21480.03","21380.03","21780.03","5975.0","0.60","7213.0","13912.0","ABOVE","181","726","100","2237.0","4.59","90.50","188.00","Monday","January","Rango10_Cont"
"2025.01.20","16:32","00:53","SHORT","21565.03","21625.03","21385.03","18035.0","3.01","2675.0","9825.0","ABOVE","841","501","100","2475.0","11.12","90.50","-2713.00","Monday","January","NY_Reversion"
"2025.01.22","09:32","20:30","LONG","21755.96","21655.96","22055.96","10853.0","1.09","3482.0","18211.0","ABOVE","286","658","100","2188.0","6.45","445.75","714.00","Wednesday","January","Rango10_Cont"
"2025.01.22","16:36","08:51","SHORT","21903.25","21963.25","21723.25","18010.0","3.00","3582.0","17306.0","ABOVE","1283","975","100","4986.0","11.50","445.75","-5057.00","Wednesday","January","NY_Reversion"
"2025.01.24","16:38","23:00","SHORT","21884.24","21944.24","21704.24","25146.0","4.19","1476.0","17147.0","ABOVE","1406","3262","100","2982.0","8.53","197.49","-3509.00","Friday","January","NY_Reversion"
"2025.01.27","09:32","10:50","SHORT","21050.40","21150.40","20750.40","30000.0","3.00","4413.0","27187.0","BELOW","1005","78","100","7737.0","18.75","136.38","288.00","Monday","January","Rango10_Cont"
"2025.01.27","16:42","19:48","LONG","21066.68","21006.68","21246.68","-6001.0","-1.00","5128.0","7341.0","BELOW","3642","186","100","9541.0","25.13","136.38","-9957.00","Monday","January","NY_Reversion"
"2025.01.28","17:00","17:11","SHORT","21348.26","21408.26","21168.26","-6002.0","-1.00","5325.0","0.0","BELOW","2073","11","100","7955.0","25.39","906.00","-8358.00","Tuesday","January","NY_Reversion"
"2025.01.29","09:54","13:22","LONG","21553.87","21453.87","21853.87","-10001.0","-1.00","9561.0","1039.0","ABOVE","256","208","100","4765.0","8.26","466.55","158.00","Wednesday","January","Rango10_Cont"
"2025.01.30","16:44","16:56","SHORT","21435.44","21495.44","21255.44","-6001.0","-1.00","4881.0","122.0","BELOW","2168","12","100","13026.0","21.66","324.31","-13352.00","Thursday","January","NY_Reversion"
"2025.01.31","16:40","18:20","LONG","21781.49","21721.49","21961.49","-6001.0","-1.00","4486.0","3869.0","ABOVE","2332","100","100","4638.0","15.46","323.61","-5633.00","Friday","January","NY_Reversion"
"2025.02.03","10:04","11:03","SHORT","21049.78","21149.78","20749.78","-10007.0","-1.00","8037.0","0.0","BELOW","396","59","100","5938.0","15.13","251.75","287.00","Monday","February","Rango10_Cont"
"2025.02.03","16:58","23:00","LONG","21273.99","21213.99","21453.99","20881.0","3.48","2968.0","18876.0","BELOW","3963","362","100","7641.0","29.46","251.75","-8522.00","Monday","February","NY_Reversion"
"2025.02.05","09:34","14:28","SHORT","21351.15","21451.15","21051.15","-10003.0","-1.00","8960.0","1495.0","BELOW","462","294","100","4748.0","9.98","449.07","115.00","Wednesday","February","Rango10_Cont"
"2025.02.05","16:32","16:50","SHORT","21520.70","21580.70","21340.70","-6001.0","-1.00","5310.0","712.0","ABOVE","2057","18","100","5822.0","17.34","449.07","-6121.00","Wednesday","February","NY_Reversion"
"2025.02.06","16:32","19:33","LONG","21693.32","21633.32","21873.32","-6001.0","-1.00","4168.0","4080.0","ABOVE","1592","181","100","1996.0","11.52","362.57","-1894.00","Thursday","February","NY_Reversion"
"2025.02.07","09:44","15:03","LONG","21766.53","21666.53","22066.53","-10005.0","-1.00","4400.0","9425.0","ABOVE","253","319","100","2575.0","6.56","176.60","163.00","Friday","February","Rango10_Cont"
"2025.02.07","16:48","17:05","LONG","21553.94","21493.94","21733.94","-6005.0","-1.00","3621.0","674.0","ABOVE","3742","17","100","10623.0","27.55","176.60","-10915.00","Friday","February","NY_Reversion"
"2025.02.10","10:06","20:30","LONG","21619.03","21519.03","21919.03","14774.0","1.48","800.0","17075.0","ABOVE","186","624","100","2900.0","5.13","153.50","200.00","Monday","February","Rango10_Cont"
"2025.02.10","16:34","23:25","LONG","21745.39","21685.39","21925.39","-6001.0","-1.00","4954.0","3963.0","ABOVE","1740","411","100","2937.0","12.14","153.50","-3176.00","Monday","February","NY_Reversion"
"2025.02.11","16:52","17:04","LONG","21716.02","21656.02","21896.02","-6000.0","-1.00","5588.0","0.0","ABOVE","1477","12","100","2964.0","11.39","251.88","-3544.00","Tuesday","February","NY_Reversion"
"2025.02.13","09:42","20:30","LONG","21744.78","21644.78","22044.78","25047.0","2.50","3863.0","25478.0","ABOVE","244","648","100","7787.0","7.12","391.80","113.00","Thursday","February","Rango10_Cont"
"2025.02.14","17:30","06:39","LONG","22023.21","21963.21","22203.21","18015.0","3.00","100.0","17394.0","ABOVE","1334","5109","100","5366.0","10.23","370.21","-5373.00","Friday","February","NY_Reversion"
"2025.02.17","16:36","06:39","LONG","22158.65","22098.65","22338.65","4471.0","0.75","0.0","16632.0","ABOVE","324","843","100","850.0","4.30","30.62","-975.00","Monday","February","NY_Reversion"
"2025.02.18","09:46","20:30","SHORT","22194.53","22294.53","21894.53","10272.0","1.03","4125.0","15626.0","ABOVE","243","644","100","2725.0","4.93","88.25","275.00","Tuesday","February","Rango10_Cont"
"2025.02.19","09:54","20:30","SHORT","22172.53","22272.53","21872.53","2933.0","0.29","4791.0","11988.0","ABOVE","155","636","100","2150.0","3.66","211.33","37.00","Wednesday","February","Rango10_Cont"
"2025.02.19","16:42","19:39","SHORT","22153.47","22213.47","21973.47","-6002.0","-1.00","5709.0","1933.0","ABOVE","1234","177","100","1903.0","8.38","211.33","-2342.00","Wednesday","February","NY_Reversion"
"2025.02.21","09:34","15:00","LONG","22096.65","21996.65","22396.65","-10010.0","-1.00","7137.0","7625.0","ABOVE","209","326","100","2113.0","5.67","278.12","262.00","Friday","February","Rango10_Cont"
"2025.02.24","16:44","20:55","SHORT","21538.89","21598.89","21358.89","18002.0","3.00","4983.0","15281.0","BELOW","3151","251","100","8776.0","21.73","96.87","-8797.00","Monday","February","NY_Reversion"
"2025.02.25","10:52","12:26","SHORT","21234.03","21334.03","20934.03","-10009.0","-1.00","9500.0","63.0","BELOW","494","94","100","7975.0","9.68","443.38","562.00","Tuesday","February","Rango10_Cont"
"2025.02.25","16:32","16:57","LONG","20945.06","20885.06","21125.06","18003.0","3.00","199.0","12001.0","BELOW","3449","25","100","6330.0","27.51","443.38","-8571.00","Tuesday","February","NY_Reversion"
"2025.02.27","16:52","17:20","LONG","20974.58","20914.58","21154.58","-6005.0","-1.00","5425.0","0.0","BELOW","3071","28","100","10400.0","25.55","340.33","-13150.00","Thursday","February","NY_Reversion"
"2025.02.28","16:42","17:58","SHORT","20678.18","20738.18","20498.18","18001.0","3.00","1233.0","15996.0","BELOW","2891","76","100","8412.0","25.47","800.62","-9240.00","Friday","February","NY_Reversion"
"2025.03.03","09:34","14:55","LONG","20942.03","20842.03","21242.03","-10004.0","-1.00","5900.0","11200.0","BELOW","352","321","100","5175.0","11.63","86.38","500.00","Monday","March","Rango10_Cont"
"2025.03.03","16:38","18:05","LONG","20810.15","20750.15","20990.15","-6002.0","-1.00","2112.0","9500.0","BELOW","3662","87","100","9950.0","34.74","86.38","-13175.00","Monday","March","NY_Reversion"
"2025.03.04","09:42","15:00","SHORT","20451.28","20551.28","20151.28","30002.0","3.00","3925.0","26025.0","BELOW","512","318","100","5850.0","13.60","802.75","1362.00","Tuesday","March","Rango10_Cont"
"2025.03.04","16:44","16:53","SHORT","20202.74","20262.74","20022.74","-6003.0","-1.00","3999.0","0.0","BELOW","4471","9","100","12059.0","37.68","802.75","-13760.00","Tuesday","March","NY_Reversion"
"2025.03.05","09:34","11:53","LONG","20562.90","20462.90","20862.90","-10014.0","-1.00","7525.0","1963.0","BELOW","446","139","100","8188.0","12.38","659.43","162.00","Wednesday","March","Rango10_Cont"
"2025.03.05","16:36","17:21","LONG","20213.45","20153.45","20393.45","18003.0","3.00","1696.0","15353.0","BELOW","3769","45","100","5456.0","32.39","659.43","-5843.00","Wednesday","March","NY_Reversion"
"2025.03.06","10:02","15:22","SHORT","20342.78","20442.78","20042.78","-10002.0","-1.00","8900.0","12038.0","BELOW","982","320","100","9475.0","18.13","507.54","1237.00","Thursday","March","Rango10_Cont"
"2025.03.06","16:44","16:52","LONG","20299.19","20239.19","20479.19","-6001.0","-1.00","4645.0","1831.0","BELOW","3272","8","100","11737.0","42.19","507.54","-13369.00","Thursday","March","NY_Reversion"
"2025.03.07","10:10","13:31","SHORT","20122.28","20222.28","19822.28","-10001.0","-1.00","4100.0","6863.0","BELOW","430","201","100","6887.0","9.34","643.94","50.00","Friday","March","Rango10_Cont"
"2025.03.07","16:38","16:52","LONG","19798.80","19738.80","19978.80","-6005.0","-1.00","3083.0","320.0","BELOW","4040","14","100","13550.0","30.44","643.94","-15935.00","Friday","March","NY_Reversion"
"2025.03.10","09:34","11:56","LONG","19998.78","19898.78","20298.78","-10020.0","-1.00","9263.0","2412.0","BELOW","506","142","100","7400.0","13.64","179.38","175.00","Monday","March","Rango10_Cont"
"2025.03.10","15:32","17:10","SHORT","19631.49","19691.49","19451.49","18004.0","3.00","2224.0","17701.0","BELOW","3441","98","100","7172.0","31.84","179.38","-9870.00","Monday","March","NY_Reversion"
"2025.03.11","10:02","17:27","SHORT","19487.15","19587.15","19187.15","30002.0","3.00","7375.0","29112.0","BELOW","647","445","100","4925.0","12.86","922.87","1425.00","Tuesday","March","Rango10_Cont"
"2025.03.11","15:42","16:14","SHORT","19494.07","19554.07","19314.07","18001.0","3.00","1883.0","17352.0","BELOW","3203","32","100","8544.0","41.44","922.87","-11154.00","Tuesday","March","NY_Reversion"
"2025.03.12","09:34","15:01","LONG","19535.90","19435.90","19835.90","-10004.0","-1.00","8787.0","20300.0","BELOW","459","327","100","3137.0","9.44","546.43","150.00","Wednesday","March","Rango10_Cont"
"2025.03.12","15:36","15:47","SHORT","19526.89","19586.89","19346.89","-6002.0","-1.00","3592.0","0.0","BELOW","3000","11","100","12862.0","31.67","546.43","-13896.00","Wednesday","March","NY_Reversion"
"2025.03.13","09:38","13:45","LONG","19545.40","19445.40","19845.40","-10001.0","-1.00","7787.0","6438.0","BELOW","443","247","100","9737.0","11.80","398.88","500.00","Thursday","March","Rango10_Cont"
"2025.03.13","15:36","16:47","LONG","19317.41","19257.41","19497.41","-6000.0","-1.00","4911.0","4461.0","BELOW","3021","71","100","5916.0","26.59","398.88","-6562.00","Thursday","March","NY_Reversion"
"2025.03.14","10:14","12:29","SHORT","19410.78","19510.78","19110.78","-10006.0","-1.00","8862.0","2200.0","BELOW","526","135","100","3188.0","8.61","524.30","462.00","Friday","March","Rango10_Cont"
"2025.03.14","15:34","19:54","SHORT","19651.49","19711.49","19471.49","-6004.0","-1.00","3738.0","6000.0","BELOW","2497","260","100","6550.0","21.15","524.30","-7223.00","Friday","March","NY_Reversion"
"2025.03.17","09:40","18:33","LONG","19619.65","19519.65","19919.65","30000.0","3.00","912.0","29268.0","BELOW","378","533","100","2500.0","8.53","128.00","100.00","Monday","March","Rango10_Cont"
"2025.03.17","15:34","18:00","LONG","19644.68","19584.68","19824.68","18006.0","3.00","1485.0","17155.0","BELOW","2931","146","100","5622.0","23.88","128.00","-7411.00","Monday","March","NY_Reversion"
"2025.03.18","09:36","13:44","SHORT","19796.35","19896.35","19496.35","30004.0","3.00","150.0","23425.0","ABOVE","407","248","100","2387.0","6.91","399.88","38.00","Tuesday","March","Rango10_Cont"
"2025.03.18","15:58","13:32","LONG","19419.17","19359.17","19599.17","18002.0","3.00","100.0","16236.0","BELOW","2303","1294","100","4923.0","18.36","399.88","-6210.00","Tuesday","March","NY_Reversion"
"2025.03.19","15:34","18:32","SHORT","19670.20","19730.20","19490.20","-6001.0","-1.00","4415.0","8583.0","ABOVE","1534","178","100","6035.0","16.52","428.27","-6248.00","Wednesday","March","NY_Reversion"
"2025.03.20","09:34","14:26","SHORT","19768.60","19868.60","19468.60","-10002.0","-1.00","8226.0","22037.0","ABOVE","539","292","100","5900.0","10.09","476.99","1775.00","Thursday","March","Rango10_Cont"
"2025.03.21","15:42","16:57","LONG","19502.78","19442.78","19682.78","18005.0","3.00","1850.0","16231.0","BELOW","2527","75","100","5300.0","18.23","369.11","-5537.00","Friday","March","NY_Reversion"
"2025.03.24","09:32","13:39","SHORT","19988.78","20088.78","19688.78","-10002.0","-1.00","9412.0","763.0","ABOVE","278","247","100","2562.0","6.17","57.75","375.00","Monday","March","Rango10_Cont"
"2025.03.24","15:32","22:09","LONG","20139.32","20079.32","20319.32","18011.0","3.00","4629.0","17449.0","ABOVE","1688","1837","100","2578.0","10.81","57.75","-2510.00","Monday","March","NY_Reversion"
"2025.03.25","09:36","20:30","LONG","20125.78","20025.78","20425.78","18386.0","1.84","638.0","18020.0","ABOVE","227","654","100","2800.0","6.92","311.96","338.00","Tuesday","March","Rango10_Cont"
"2025.03.25","15:34","22:09","LONG","20259.46","20199.46","20439.46","5997.0","1.00","0.0","17449.0","ABOVE","1761","395","100","1953.0","9.22","311.96","-2192.00","Tuesday","March","NY_Reversion"
"2025.03.26","09:56","16:57","SHORT","20236.65","20336.65","19936.65","30002.0","3.00","5250.0","28539.0","ABOVE","450","421","100","2275.0","6.48","239.37","638.00","Wednesday","March","Rango10_Cont"
"2025.03.26","15:44","15:56","LONG","20058.14","19998.14","20238.14","-6001.0","-1.00","4995.0","750.0","ABOVE","2050","12","100","5836.0","15.32","239.37","-5926.00","Wednesday","March","NY_Reversion"
"2025.03.27","09:52","13:25","LONG","19930.93","19830.93","20230.93","-10000.0","-1.00","9125.0","862.0","ABOVE","398","213","100","2863.0","7.99","526.85","425.00","Thursday","March","Rango10_Cont"
"2025.03.28","09:36","14:00","LONG","19736.15","19636.15","20036.15","-10006.0","-1.00","7737.0","3938.0","BELOW","337","264","100","2050.0","6.95","259.38","337.00","Friday","March","Rango10_Cont"
"2025.03.28","15:34","19:33","SHORT","19437.06","19497.06","19257.06","18000.0","3.00","528.0","16987.0","BELOW","2838","239","100","6104.0","22.23","259.38","-6147.00","Friday","March","NY_Reversion"
"2025.03.31","11:26","15:53","SHORT","18981.40","19081.40","18681.40","-10002.0","-1.00","9116.0","17450.0","BELOW","480","267","100","6338.0","12.84","110.25","300.00","Monday","March","Rango10_Cont"
"2025.03.31","15:42","17:09","SHORT","19053.22","19113.22","18873.22","-6001.0","-1.00","5475.0","4691.0","BELOW","3049","87","100","11639.0","24.02","110.25","-11649.00","Monday","March","NY_Reversion"
"2025.04.01","09:34","10:27","LONG","19326.03","19226.03","19626.03","-10004.0","-1.00","8688.0","550.0","BELOW","394","53","100","2987.0","9.09","515.85","1138.00","Tuesday","April","Rango10_Cont"
"2025.04.01","15:36","18:00","LONG","19375.95","19315.95","19555.95","-6000.0","-1.00","4219.0","8871.0","BELOW","3296","144","100","4946.0","21.88","515.85","-5467.00","Tuesday","April","NY_Reversion"
"2025.04.02","16:14","16:32","SHORT","19546.52","19606.52","19366.52","-6000.0","-1.00","5003.0","0.0","BELOW","2765","18","100","13316.0","24.12","429.13","-14058.00","Wednesday","April","NY_Reversion"
"2025.04.03","09:46","15:07","SHORT","18875.95","18975.95","18575.95","30004.0","3.00","1338.0","28423.0","BELOW","537","321","100","10288.0","16.35","1214.21","2775.00","Thursday","April","Rango10_Cont"
"2025.04.03","15:38","16:13","SHORT","18726.77","18786.77","18546.77","-6000.0","-1.00","3331.0","4629.0","BELOW","4244","35","100","7402.0","34.10","1214.21","-9581.00","Thursday","April","NY_Reversion"
"2025.04.04","09:32","10:22","SHORT","18371.40","18471.40","18071.40","30010.0","3.00","6088.0","29387.0","BELOW","1068","50","100","5700.0","17.86","574.68","1188.00","Friday","April","Rango10_Cont"
"2025.04.04","15:36","15:37","LONG","17778.66","17718.66","17958.66","-6001.0","-1.00","100.0","0.0","BELOW","5168","1","100","20865.0","72.17","574.68","-21577.00","Friday","April","NY_Reversion"
"2025.04.07","09:40","10:38","LONG","16764.53","16664.53","17064.53","30011.0","3.00","4713.0","29462.0","BELOW","608","58","100","14475.0","35.14","385.63","1625.00","Monday","April","Rango10_Cont"
"2025.04.08","09:56","11:18","SHORT","17609.13","17709.13","17309.13","-10003.0","-1.00","8350.0","3950.0","BELOW","611","82","100","7788.0","19.01","1880.50","787.00","Tuesday","April","Rango10_Cont"
"2025.04.08","15:42","16:17","SHORT","17959.26","18019.26","17779.26","18000.0","3.00","894.0","13141.0","BELOW","3805","35","100","11505.0","46.18","1880.50","-11708.00","Tuesday","April","NY_Reversion"
"2025.04.09","09:44","11:00","SHORT","17152.13","17252.13","16852.13","30013.0","3.00","7862.0","14575.0","BELOW","366","76","100","11400.0","29.11","1473.50","75.00","Wednesday","April","Rango10_Cont"
"2025.04.09","15:36","15:44","LONG","17197.00","17137.00","17377.00","-6006.0","-1.00","4271.0","3417.0","BELOW","3502","8","100","12175.0","46.88","1473.50","-13300.00","Wednesday","April","NY_Reversion"
"2025.04.10","09:36","12:41","LONG","18720.63","18620.63","19020.63","-10003.0","-1.00","5975.0","11662.0","ABOVE","629","185","100","11675.0","25.38","2627.00","413.00","Thursday","April","Rango10_Cont"
"2025.04.10","15:32","15:44","LONG","18310.78","18250.78","18490.78","-6002.0","-1.00","2869.0","0.0","BELOW","3955","12","100","15369.0","38.56","2627.00","-16924.00","Thursday","April","NY_Reversion"
"2025.04.11","09:34","13:13","LONG","18326.38","18226.38","18626.38","-10012.0","-1.00","3088.0","21912.0","ABOVE","848","219","100","10275.0","33.60","1398.96","275.00","Friday","April","Rango10_Cont"
"2025.04.11","15:38","15:39","SHORT","18343.48","18403.48","18163.48","-6001.0","-1.00","100.0","0.0","ABOVE","3459","1","100","10975.0","49.77","1398.96","-15222.00","Friday","April","NY_Reversion"
"2025.04.14","09:36","11:13","SHORT","18917.50","19017.50","18617.50","-10000.0","-1.00","9363.0","2287.0","ABOVE","416","97","100","7863.0","12.63","193.50","1100.00","Monday","April","Rango10_Cont"
"2025.04.14","15:38","15:46","LONG","18788.74","18728.74","18968.74","-6000.0","-1.00","5521.0","0.0","ABOVE","3243","8","100","11379.0","31.69","193.50","-13116.00","Monday","April","NY_Reversion"
"2025.04.15","09:32","11:45","LONG","18883.38","18783.38","19183.38","-10005.0","-1.00","8988.0","0.0","ABOVE","490","133","100","5037.0","12.84","513.06","163.00","Tuesday","April","Rango10_Cont"
"2025.04.15","15:38","16:58","LONG","18871.25","18811.25","19051.25","-6001.0","-1.00","5608.0","7929.0","ABOVE","3118","80","100","7887.0","28.73","513.06","-7907.00","Tuesday","April","NY_Reversion"
"2025.04.16","10:00","17:47","SHORT","18544.50","18644.50","18244.50","30005.0","3.00","4988.0","28183.0","ABOVE","611","467","100","7137.0","15.03","447.25","1313.00","Wednesday","April","Rango10_Cont"
"2025.04.16","16:00","17:12","LONG","18460.52","18400.52","18640.52","-6001.0","-1.00","5563.0","1089.0","ABOVE","2761","72","100","13633.0","18.70","447.25","-14240.00","Wednesday","April","NY_Reversion"
"2025.04.17","10:44","12:03","SHORT","18395.30","18495.30","18095.30","-10008.0","-1.00","2300.0","5025.0","ABOVE","521","79","100","6725.0","11.18","736.77","863.00","Thursday","April","Rango10_Cont"
"2025.04.17","16:20","18:08","SHORT","18319.14","18379.14","18139.14","-6003.0","-1.00","5055.0","6861.0","ABOVE","3368","108","100","11134.0","42.83","736.77","-11150.00","Thursday","April","NY_Reversion"
"2025.04.21","15:32","15:55","LONG","17737.76","17677.76","17917.76","-6002.0","-1.00","5133.0","27.0","BELOW","2354","23","100","6243.0","22.32","96.38","-6855.00","Monday","April","NY_Reversion"
"2025.04.23","09:32","10:55","SHORT","18715.88","18815.88","18415.88","-10023.0","-1.00","8787.0","788.0","ABOVE","270","83","100","2012.0","8.44","851.37","175.00","Wednesday","April","Rango10_Cont"
"2025.04.23","15:48","15:53","LONG","18747.61","18687.61","18927.61","-6000.0","-1.00","4544.0","0.0","ABOVE","3613","5","100","18538.0","42.90","851.37","-20688.00","Wednesday","April","NY_Reversion"
"2025.04.24","09:32","13:45","LONG","18553.75","18453.75","18853.75","30002.0","3.00","1262.0","29013.0","ABOVE","325","253","100","2963.0","8.05","535.05","662.00","Thursday","April","Rango10_Cont"
"2025.04.24","15:56","16:57","SHORT","19097.75","19157.75","18917.75","-6002.0","-1.00","4796.0","6363.0","ABOVE","2339","61","100","7655.0","20.49","535.05","-7767.00","Thursday","April","NY_Reversion"
"2025.04.25","10:22","16:27","SHORT","19219.25","19319.25","18919.25","-10001.0","-1.00","9787.0","10275.0","ABOVE","1657","365","100","5862.0","19.87","840.88","1488.00","Friday","April","Rango10_Cont"
"2025.04.25","15:44","17:14","LONG","19219.59","19159.59","19399.59","18000.0","3.00","100.0","17499.0","ABOVE","2574","90","100","5695.0","23.16","840.88","-6670.00","Friday","April","NY_Reversion"
"2025.04.28","16:08","19:08","LONG","19190.83","19130.83","19370.83","18004.0","3.00","2432.0","17149.0","ABOVE","2568","180","100","14862.0","24.39","75.75","-16681.00","Monday","April","NY_Reversion"
"2025.04.29","15:36","12:21","LONG","19407.41","19347.41","19587.41","-6015.0","-1.00","4441.0","17079.0","ABOVE","2971","1245","100","5517.0","22.86","361.81","-5768.00","Tuesday","April","NY_Reversion"
"2025.04.30","15:46","18:07","SHORT","19346.14","19406.14","19166.14","-6011.0","-1.00","5384.0","9856.0","ABOVE","3422","141","100","5842.0","24.07","306.40","-6549.00","Wednesday","April","NY_Reversion"
"2025.05.01","09:32","13:39","LONG","19904.60","19804.60","20204.60","-10001.0","-1.00","8275.0","2250.0","ABOVE","353","247","100","2400.0","9.42","832.10","738.00","Thursday","May","Rango10_Cont"
"2025.05.01","15:32","15:54","LONG","19964.75","19904.75","20144.75","-6001.0","-1.00","5308.0","519.0","ABOVE","2560","22","100","5081.0","16.39","832.10","-6102.00","Thursday","May","NY_Reversion"
"2025.05.02","09:42","16:01","LONG","19824.25","19724.25","20124.25","30002.0","3.00","775.0","27560.0","ABOVE","340","379","100","4838.0","8.69","367.02","262.00","Friday","May","Rango10_Cont"
"2025.05.02","16:00","16:06","SHORT","20099.85","20159.85","19919.85","-6002.0","-1.00","5382.0","0.0","ABOVE","1633","6","100","5684.0","11.78","367.02","-5860.00","Friday","May","NY_Reversion"
"2025.05.07","15:44","17:04","SHORT","19764.98","19824.98","19584.98","-6000.0","-1.00","5849.0","5095.0","ABOVE","2252","80","100","4971.0","20.26","397.12","-5246.00","Wednesday","May","NY_Reversion"
"2025.05.08","09:40","12:37","LONG","20166.88","20066.88","20466.88","-10002.0","-1.00","5938.0","775.0","ABOVE","268","177","100","3275.0","7.01","423.24","275.00","Thursday","May","Rango10_Cont"
"2025.05.08","15:38","15:41","SHORT","20120.58","20180.58","19940.58","-6004.0","-1.00","1166.0","0.0","ABOVE","2376","3","100","12971.0","23.15","423.24","-12992.00","Thursday","May","NY_Reversion"
"2025.05.09","09:44","14:36","LONG","20114.00","20014.00","20414.00","-10004.0","-1.00","8591.0","7838.0","ABOVE","166","292","100","2088.0","6.88","405.91","162.00","Friday","May","Rango10_Cont"
"2025.05.09","15:32","22:01","LONG","20029.72","19969.72","20209.72","33308.0","5.55","2176.0","7012.0","ABOVE","2847","3269","100","6069.0","20.12","405.91","-6448.00","Friday","May","NY_Reversion"
"2025.05.13","09:32","14:07","LONG","20780.38","20680.38","21080.38","30000.0","3.00","225.0","28200.0","ABOVE","216","275","100","3125.0","6.63","547.25","213.00","Tuesday","May","Rango10_Cont"
"2025.05.13","15:48","06:57","SHORT","21213.52","21273.52","21033.52","-6010.0","-1.00","4390.0","4664.0","ABOVE","2089","909","100","4608.0","12.40","547.25","-5114.00","Tuesday","May","NY_Reversion"
"2025.05.14","10:34","20:30","LONG","21215.00","21115.00","21515.00","10684.0","1.07","877.0","12088.0","ABOVE","251","596","100","5150.0","6.70","523.33","362.00","Wednesday","May","Rango10_Cont"
"2025.05.14","15:44","08:54","SHORT","21307.13","21367.13","21127.13","18002.0","3.00","2975.0","17188.0","ABOVE","1794","1030","100","5050.0","12.31","523.33","-5213.00","Wednesday","May","NY_Reversion"
