"Date","TimeOpen","TimeClose","Direction","EntryPrice","StopLoss","TakeProfit","ResultPoints","ResultR","MAE_Points","MFE_Points","SMA200_Trend","Breakout_Volume","Duration_Minutes","Spread_Entry","OpeningRangeSize","ATR","YesterdayRange","DistanceBreakout","DayOfWeek","Month","Strategy"
"2025.12.22","16:36","13:39","LONG","25451.25","25391.25","25631.25","-6014.0","-1.00","5225.0","4650.0","ABOVE","357","1263","1","2152.0","8.85","43.02","-2301.00","Monday","December","NY_Reversion"
"2025.12.23","09:32","13:39","LONG","25485.52","25385.52","25785.52","-10022.0","-1.00","8652.0","275.0","ABOVE","130","247","1","2951.0","5.40","163.90","476.00","Tuesday","December","Rango10_Cont"
"2025.12.23","16:44","20:57","SHORT","25515.26","25575.26","25335.26","-6006.0","-1.00","5801.0","50.0","ABOVE","220","253","1","2249.0","7.34","163.90","-2300.00","Tuesday","December","NY_Reversion"
"2025.12.24","16:32","01:16","SHORT","25626.25","25686.25","25446.25","-6003.0","-1.00","5601.0","350.0","ABOVE","171","1964","1","1688.0","5.65","217.02","-1788.00","Wednesday","December","NY_Reversion"
"2025.12.26","16:42","13:48","SHORT","25657.77","25717.77","25477.77","18050.0","3.01","1448.0","16052.0","ABOVE","258","4146","1","2798.0","8.40","30.74","-3051.00","Friday","December","NY_Reversion"
"2025.12.29","09:46","20:30","SHORT","25521.75","25621.75","25221.75","-1002.0","-0.10","6301.0","8124.0","ABOVE","127","644","1","2950.0","5.92","34.03","102.00","Monday","December","Rango10_Cont"
"2025.12.30","10:52","20:30","SHORT","25509.27","25609.27","25209.27","2002.0","0.20","6863.0","4290.0","ABOVE","141","578","1","2152.0","4.69","244.49","497.00","Tuesday","December","Rango10_Cont"
"2025.12.31","10:30","20:10","LONG","25372.77","25272.77","25672.77","-10015.0","-1.00","8252.0","12848.0","BELOW","85","580","1","2827.0","5.22","147.38","125.00","Wednesday","December","Rango10_Cont"
"2026.01.02","16:52","05:56","LONG","25116.38","25056.38","25296.38","18023.0","3.00","4963.0","17839.0","BELOW","475","3664","1","7748.0","25.64","53.01","-8486.00","Friday","January","NY_Reversion"
"2026.01.05","16:32","14:56","SHORT","25498.75","25558.75","25318.75","-6028.0","-1.00","4763.0","16199.0","ABOVE","363","1344","1","2153.0","11.18","55.62","-2501.00","Monday","January","NY_Reversion"
"2026.01.06","09:50","20:30","LONG","25395.76","25295.76","25695.76","22149.0","2.21","1203.0","23198.0","BELOW","193","640","1","3002.0","6.55","271.38","49.00","Tuesday","January","Rango10_Cont"
"2026.01.06","17:08","17:38","SHORT","25521.23","25581.23","25341.23","-6017.0","-1.00","5454.0","497.0","ABOVE","382","30","1","4799.0","15.23","271.38","-5348.00","Tuesday","January","NY_Reversion"
"2026.01.07","10:14","20:30","LONG","25569.75","25469.75","25869.75","10052.0","1.01","2900.0","23250.0","ABOVE","150","616","1","3149.0","4.32","318.77","149.00","Wednesday","January","Rango10_Cont"
"2026.01.07","16:44","05:32","SHORT","25750.88","25810.88","25570.88","18006.0","3.00","5138.0","17714.0","ABOVE","324","768","1","4864.0","11.59","318.77","-6126.00","Wednesday","January","NY_Reversion"
"2026.01.08","16:36","13:30","LONG","25418.37","25358.37","25598.37","18013.0","3.00","212.0","16639.0","BELOW","444","1254","1","5412.0","21.21","269.00","-6800.00","Thursday","January","NY_Reversion"
"2026.01.12","16:48","01:36","LONG","25751.76","25691.76","25931.76","-6010.0","-1.00","5550.0","9199.0","ABOVE","331","528","1","2998.0","10.21","50.27","-3397.00","Monday","January","NY_Reversion"
"2026.01.13","09:44","13:30","SHORT","25727.26","25827.26","25427.26","-10019.0","-1.00","2076.0","2500.0","ABOVE","183","226","1","2911.0","5.57","385.49","1037.00","Tuesday","January","Rango10_Cont"
"2026.01.13","16:32","16:47","SHORT","25758.64","25818.64","25578.64","-6008.0","-1.00","5012.0","0.0","ABOVE","467","15","1","7400.0","18.04","385.49","-7878.00","Tuesday","January","NY_Reversion"
"2026.01.14","09:44","15:00","SHORT","25685.75","25785.75","25385.75","30013.0","3.00","203.0","26597.0","ABOVE","205","316","1","2361.0","5.83","241.73","300.00","Wednesday","January","Rango10_Cont"
"2026.01.14","16:48","18:37","LONG","25319.77","25259.77","25499.77","-6030.0","-1.01","4801.0","1473.0","BELOW","449","109","1","9864.0","22.26","241.73","-10350.00","Wednesday","January","NY_Reversion"
"2026.01.15","09:34","20:19","LONG","25650.27","25550.27","25950.27","-10034.0","-1.00","8165.0","13049.0","ABOVE","171","645","1","7474.0","10.12","504.03","401.00","Thursday","January","Rango10_Cont"
"2026.01.16","10:28","14:59","LONG","25676.01","25576.01","25976.01","-10042.0","-1.00","9325.0","3150.0","ABOVE","97","271","1","3028.0","5.81","389.01","49.00","Friday","January","Rango10_Cont"
"2026.01.19","09:38","16:15","SHORT","25117.73","25217.73","24817.73","-10002.0","-1.00","8953.0","3996.0","BELOW","388","397","1","9651.0","20.08","63.01","1953.00","Monday","January","Rango10_Cont"
"2026.01.19","17:06","08:33","SHORT","25229.25","25289.25","25049.25","18008.0","3.00","4401.0","16275.0","BELOW","214","927","1","5703.0","7.03","63.01","-6501.00","Monday","January","NY_Reversion"
"2026.01.20","09:34","11:25","SHORT","24956.75","25056.75","24656.75","-10011.0","-1.00","9326.0","1448.0","BELOW","391","111","1","8852.0","19.93","232.50","1400.00","Tuesday","January","Rango10_Cont"
"2026.01.20","16:36","18:33","SHORT","25249.61","25309.61","25069.61","18016.0","3.00","1414.0","16435.0","BELOW","474","117","1","7414.0","26.70","232.50","-7699.00","Tuesday","January","NY_Reversion"
"2026.01.22","16:46","15:22","SHORT","25534.25","25594.25","25354.25","-6028.0","-1.00","4975.0","13424.0","ABOVE","344","1356","1","4502.0","13.35","624.91","-4951.00","Thursday","January","NY_Reversion"
"2026.01.23","16:32","17:46","LONG","25632.74","25572.74","25812.74","-6027.0","-1.00","4899.0","4213.0","ABOVE","425","74","1","4949.0","14.13","256.16","-5051.00","Friday","January","NY_Reversion"
"2026.01.26","09:32","14:32","SHORT","25524.27","25624.27","25224.27","-10004.0","-1.00","9411.0","7300.0","ABOVE","309","300","1","4701.0","9.86","144.77","2548.00","Monday","January","Rango10_Cont"
"2026.01.26","16:32","03:58","SHORT","25783.26","25843.26","25603.26","-6001.0","-1.00","5702.0","7950.0","ABOVE","402","686","1","5762.0","14.67","144.77","-7013.00","Monday","January","NY_Reversion"
"2026.01.27","09:58","15:10","SHORT","25834.51","25934.51","25534.51","-10003.0","-1.00","9689.0","5024.0","ABOVE","228","312","1","2399.0","5.96","384.37","125.00","Tuesday","January","Rango10_Cont"
"2026.01.27","16:46","06:00","LONG","25950.74","25890.74","26130.74","18048.0","3.01","3810.0","16152.0","ABOVE","132","794","1","1865.0","7.31","384.37","-2103.00","Tuesday","January","NY_Reversion"
"2026.01.28","09:52","15:43","LONG","26152.27","26052.27","26452.27","-10002.0","-1.00","9001.0","3848.0","ABOVE","191","351","1","2853.0","8.06","271.53","200.00","Wednesday","January","Rango10_Cont"
"2026.01.29","09:32","14:45","SHORT","26111.76","26211.76","25811.76","30013.0","3.00","2100.0","28338.0","ABOVE","241","313","1","2750.0","9.08","351.14","151.00","Thursday","January","Rango10_Cont"
"2026.01.29","16:44","17:12","SHORT","25583.50","25643.50","25403.50","-6002.0","-1.00","4450.0","1839.0","ABOVE","516","28","50","7050.0","30.41","351.14","-7254.00","Thursday","January","NY_Reversion"
"2026.01.30","09:46","10:37","SHORT","25555.66","25655.66","25255.66","-10043.0","-1.00","7913.0","2964.0","BELOW","368","51","60","9763.0","18.56","743.18","566.00","Friday","January","Rango10_Cont"
"2026.01.30","16:44","18:12","SHORT","25716.42","25776.42","25536.42","18000.0","3.00","60.0","17641.0","ABOVE","492","88","60","8985.0","30.10","743.18","-8985.00","Friday","January","NY_Reversion"
"2026.02.02","09:34","14:50","LONG","25340.09","25240.09","25640.09","30041.0","3.00","6435.0","28331.0","BELOW","344","316","70","10211.0","18.17","196.13","311.00","Monday","February","Rango10_Cont"
"2026.02.02","16:48","07:49","LONG","25724.05","25664.05","25904.05","18013.0","3.00","563.0","17383.0","ABOVE","421","901","60","5087.0","16.29","196.13","-5325.00","Monday","February","NY_Reversion"
"2026.02.03","10:36","14:57","SHORT","25837.74","25937.74","25537.74","30028.0","3.00","4421.0","25566.0","ABOVE","210","261","70","5089.0","7.04","798.15","263.00","Tuesday","February","Rango10_Cont"
"2026.02.03","16:52","17:12","LONG","25354.91","25294.91","25534.91","-6036.0","-1.01","60.0","4625.0","BELOW","490","20","60","8801.0","24.50","798.15","-10952.00","Tuesday","February","NY_Reversion"
"2026.02.04","10:32","13:49","LONG","25340.57","25240.57","25640.57","-10027.0","-1.00","8718.0","3379.0","BELOW","307","197","70","8975.0","10.70","808.73","417.00","Wednesday","February","Rango10_Cont"
"2026.02.04","16:40","16:44","LONG","24926.02","24866.02","25106.02","-6005.0","-1.00","5260.0","0.0","BELOW","521","4","60","9700.0","34.12","808.73","-10091.00","Wednesday","February","NY_Reversion"
"2026.02.05","09:32","11:33","LONG","24985.99","24885.99","25285.99","-10002.0","-1.00","8036.0","0.0","BELOW","376","121","70","9255.0","21.15","729.79","2194.00","Thursday","February","Rango10_Cont"
"2026.02.05","16:34","17:40","SHORT","24702.28","24762.28","24522.28","-6047.0","-1.01","4576.0","7327.0","BELOW","545","66","60","23688.0","42.03","729.79","-26371.00","Thursday","February","NY_Reversion"
"2026.02.06","09:32","16:35","LONG","24636.70","24536.70","24936.70","30020.0","3.00","2632.0","29122.0","BELOW","362","423","70","16374.0","22.13","867.26","1308.00","Friday","February","Rango10_Cont"
"2026.02.06","16:36","17:52","SHORT","24941.41","25001.41","24761.41","-6012.0","-1.00","5812.0","4887.0","BELOW","468","76","60","6048.0","22.16","867.26","-6798.00","Friday","February","NY_Reversion"
"2026.02.10","16:44","20:04","LONG","25241.04","25181.04","25421.04","-6007.0","-1.00","5011.0","6515.0","BELOW","455","200","60","6236.0","20.34","471.94","-6462.00","Tuesday","February","NY_Reversion"
"2026.02.11","16:36","10:04","LONG","25108.01","25048.01","25288.01","18004.0","3.00","3698.0","17586.0","BELOW","512","1048","60","8148.0","28.72","247.66","-8140.00","Wednesday","February","NY_Reversion"
"2026.02.12","09:48","15:57","SHORT","25254.86","25354.86","24954.86","30022.0","3.00","7821.0","29185.0","ABOVE","262","369","70","2251.0","6.94","405.24","400.00","Thursday","February","Rango10_Cont"
"2026.02.13","11:00","14:48","SHORT","24645.39","24745.39","24345.39","-10027.0","-1.00","8468.0","13118.0","BELOW","319","228","70","7550.0","15.03","697.47","-50.00","Friday","February","Rango10_Cont"
"2026.02.13","16:40","17:14","SHORT","24799.91","24859.91","24619.91","-6009.0","-1.00","5511.0","1274.0","BELOW","496","34","60","10410.0","36.67","697.47","-12296.00","Friday","February","NY_Reversion"
"2026.02.16","16:38","02:07","LONG","24611.26","24551.26","24791.26","-6009.0","-1.00","5188.0","14258.0","BELOW","351","569","60","5596.0","15.86","83.53","-6665.00","Monday","February","NY_Reversion"
"2026.02.17","16:32","17:44","LONG","24632.91","24572.91","24812.91","-6037.0","-1.01","3898.0","7701.0","BELOW","514","72","60","7287.0","30.21","250.45","-8713.00","Tuesday","February","NY_Reversion"
"2026.02.18","09:32","13:48","LONG","24858.08","24758.08","25158.08","-10012.0","-1.00","9819.0","2928.0","BELOW","190","256","70","2575.0","9.18","439.62","218.00","Wednesday","February","Rango10_Cont"
"2026.02.19","16:46","17:48","LONG","24782.05","24722.05","24962.05","-6034.0","-1.01","4711.0","4488.0","BELOW","473","62","60","8574.0","22.88","419.61","-10650.00","Thursday","February","NY_Reversion"
"2026.02.20","10:04","15:01","SHORT","24865.89","24965.89","24565.89","-10172.0","-1.02","1395.0","22257.0","BELOW","266","297","70","5153.0","6.99","303.95","247.00","Friday","February","Rango10_Cont"
"2026.02.20","16:46","17:19","SHORT","25040.69","25100.69","24860.69","18018.0","3.00","2083.0","16077.0","ABOVE","479","33","60","12401.0","31.91","303.95","-12928.00","Friday","February","NY_Reversion"
"2026.02.23","09:42","12:28","LONG","24941.57","24841.57","25241.57","-10000.0","-1.00","9519.0","0.0","ABOVE","191","166","70","6889.0","9.16","120.51","381.00","Monday","February","Rango10_Cont"
"2026.02.23","16:38","01:42","SHORT","24719.91","24779.91","24539.91","-6003.0","-1.00","5221.0","9836.0","BELOW","480","544","60","11076.0","23.05","120.51","-11174.00","Monday","February","NY_Reversion"
"2026.02.24","09:58","14:33","LONG","24794.57","24694.57","25094.57","-10035.0","-1.00","8368.0","3829.0","BELOW","162","275","70","5397.0","8.90","370.32","520.00","Tuesday","February","Rango10_Cont"
"2026.02.24","16:32","13:56","LONG","24932.02","24872.02","25112.02","18008.0","3.00","1071.0","17035.0","ABOVE","484","1284","60","5150.0","19.59","370.32","-6140.00","Tuesday","February","NY_Reversion"
"2026.02.25","10:38","20:30","LONG","25038.81","24938.81","25338.81","27498.0","2.75","2292.0","28363.0","ABOVE","194","592","70","3201.0","6.16","382.44","493.00","Wednesday","February","Rango10_Cont"
"2026.02.25","16:32","19:07","SHORT","25260.41","25320.41","25080.41","-6005.0","-1.00","5462.0","1340.0","ABOVE","372","155","60","2141.0","11.85","382.44","-3012.00","Wednesday","February","NY_Reversion"
"2026.02.26","16:38","16:57","LONG","24974.80","24914.80","25154.80","-6007.0","-1.00","5364.0","212.0","ABOVE","499","19","60","5788.0","21.62","493.01","-6102.00","Thursday","February","NY_Reversion"
"2026.02.27","09:38","20:30","SHORT","24999.38","25099.38","24699.38","7221.0","0.72","244.0","25194.0","ABOVE","276","652","70","4802.0","11.26","551.83","98.00","Friday","February","Rango10_Cont"
"2026.02.27","16:44","18:21","LONG","24894.28","24834.28","25074.28","-6004.0","-1.00","4635.0","8426.0","ABOVE","483","97","60","5789.0","23.20","551.83","-6803.00","Friday","February","NY_Reversion"
"2026.03.02","10:04","16:09","LONG","24629.08","24529.08","24929.08","30011.0","3.00","5770.0","27986.0","BELOW","390","365","70","10003.0","14.84","121.64","1919.00","Monday","March","Rango10_Cont"
"2026.03.03","09:36","14:30","SHORT","24466.38","24566.38","24166.38","-10042.0","-1.00","9121.0","10382.0","BELOW","405","294","70","7177.0","21.43","622.06","299.00","Tuesday","March","Rango10_Cont"
"2026.03.04","09:36","15:19","LONG","24693.56","24593.56","24993.56","30032.0","3.00","2166.0","27688.0","BELOW","347","343","70","9838.0","19.05","626.11","1029.00","Wednesday","March","Rango10_Cont"
"2026.03.06","09:34","13:51","SHORT","24917.88","25017.88","24617.88","30045.0","3.00","1843.0","27432.0","ABOVE","401","257","70","12186.0","20.62","467.44","514.00","Friday","March","Rango10_Cont"
