Date,TimeOpen,TimeClose,Direction,EntryPrice,StopLoss,TakeProfit,ResultPoints,ResultR,MAE_Points,MFE_Points,SMA200_Trend,Breakout_Volume,Duration_Minutes,Spread_Entry,OpeningRangeSize,ATR,YesterdayRange,DistanceBreakout,DayOfWeek,Month
2025.03.13,09:38,13:45,LONG,19545.40,19445.40,19845.40,-10001.0,-1.00,7787.0,6438.0,BELOW,443,247,100,9737.0,11.80,398.88,500.00,Thursday,March
2025.03.14,10:14,12:29,SHORT,19410.78,19510.78,19110.78,-10006.0,-1.00,8862.0,2200.0,BELOW,526,135,100,3188.0,8.61,524.30,462.00,Friday,March
2025.03.17,09:40,18:33,LONG,19619.65,19519.65,19919.65,30000.0,3.00,912.0,29268.0,BELOW,378,533,100,2500.0,8.53,128.00,100.00,Monday,March
2025.03.18,09:36,13:44,SHORT,19796.35,19896.35,19496.35,30004.0,3.00,150.0,23425.0,ABOVE,407,248,100,2387.0,6.91,399.88,38.00,Tuesday,March
2025.03.20,09:34,14:26,SHORT,19768.60,19868.60,19468.60,-10002.0,-1.00,8226.0,22037.0,ABOVE,539,292,100,5900.0,10.09,476.99,1775.00,Thursday,March
2025.03.24,09:32,13:39,SHORT,19988.78,20088.78,19688.78,-10002.0,-1.00,9412.0,763.0,ABOVE,278,247,100,2562.0,6.17,57.75,375.00,Monday,March
2025.03.25,09:36,20:30,LONG,20125.78,20025.78,20425.78,18386.0,1.84,638.0,18020.0,ABOVE,227,654,100,2800.0,6.92,311.96,338.00,Tuesday,March
2025.03.26,09:56,16:57,SHORT,20236.65,20336.65,19936.65,30002.0,3.00,5250.0,28539.0,ABOVE,450,421,100,2275.0,6.48,239.37,638.00,Wednesday,March
2025.03.27,09:52,13:25,LONG,19930.93,19830.93,20230.93,-10000.0,-1.00,9125.0,862.0,ABOVE,398,213,100,2863.0,7.99,526.85,425.00,Thursday,March
2025.03.28,09:36,14:00,LONG,19736.15,19636.15,20036.15,-10006.0,-1.00,7737.0,3938.0,BELOW,337,264,100,2050.0,6.95,259.38,337.00,Friday,March
2025.03.31,11:26,15:53,SHORT,18981.40,19081.40,18681.40,-10002.0,-1.00,9116.0,17450.0,BELOW,480,267,100,6338.0,12.84,110.25,300.00,Monday,March
2025.04.01,09:34,10:27,LONG,19326.03,19226.03,19626.03,-10004.0,-1.00,8688.0,550.0,BELOW,394,53,100,2987.0,9.09,515.85,1138.00,Tuesday,April
2025.04.03,09:46,15:07,SHORT,18875.95,18975.95,18575.95,30004.0,3.00,1338.0,28423.0,BELOW,537,321,100,10288.0,16.35,1214.21,2775.00,Thursday,April
2025.04.04,09:32,10:22,SHORT,18371.40,18471.40,18071.40,30010.0,3.00,6088.0,29387.0,BELOW,1068,50,100,5700.0,17.86,574.68,1188.00,Friday,April
2025.04.07,09:40,10:38,LONG,16764.53,16664.53,17064.53,30011.0,3.00,4713.0,29462.0,BELOW,608,58,100,14475.0,35.14,385.63,1625.00,Monday,April
2025.04.08,09:56,11:18,SHORT,17609.13,17709.13,17309.13,-10003.0,-1.00,8350.0,3950.0,BELOW,611,82,100,7788.0,19.01,1880.50,787.00,Tuesday,April
2025.04.09,09:44,11:00,SHORT,17152.13,17252.13,16852.13,30013.0,3.00,7862.0,14575.0,BELOW,366,76,100,11400.0,29.11,1473.50,75.00,Wednesday,April
2025.04.10,09:36,12:41,LONG,18720.63,18620.63,19020.63,-10003.0,-1.00,5975.0,11662.0,ABOVE,629,185,100,11675.0,25.38,2627.00,413.00,Thursday,April
2025.04.11,09:34,13:13,LONG,18326.38,18226.38,18626.38,-10012.0,-1.00,3088.0,21912.0,ABOVE,848,219,100,10275.0,33.60,1398.96,275.00,Friday,April
2025.04.14,09:36,11:13,SHORT,18917.50,19017.50,18617.50,-10000.0,-1.00,9363.0,2287.0,ABOVE,416,97,100,7863.0,12.63,193.50,1100.00,Monday,April
2025.04.15,09:32,11:45,LONG,18883.38,18783.38,19183.38,-10005.0,-1.00,8988.0,0.0,ABOVE,490,133,100,5037.0,12.84,513.06,163.00,Tuesday,April
2025.04.16,10:00,17:47,SHORT,18544.50,18644.50,18244.50,30005.0,3.00,4988.0,28183.0,ABOVE,611,467,100,7137.0,15.03,447.25,1313.00,Wednesday,April
2025.04.17,10:44,12:03,SHORT,18395.30,18495.30,18095.30,-10008.0,-1.00,2300.0,5025.0,ABOVE,521,79,100,6725.0,11.18,736.77,863.00,Thursday,April
2025.04.23,09:32,10:55,SHORT,18715.88,18815.88,18415.88,-10023.0,-1.00,8787.0,788.0,ABOVE,270,83,100,2012.0,8.44,851.37,175.00,Wednesday,April
2025.04.24,09:32,13:45,LONG,18553.75,18453.75,18853.75,30002.0,3.00,1262.0,29013.0,ABOVE,325,253,100,2963.0,8.05,535.05,662.00,Thursday,April
2025.04.25,10:22,16:27,SHORT,19219.25,19319.25,18919.25,-10001.0,-1.00,9787.0,10275.0,ABOVE,1657,365,100,5862.0,19.87,840.88,1488.00,Friday,April
2025.05.01,09:32,13:39,LONG,19904.60,19804.60,20204.60,-10001.0,-1.00,8275.0,2250.0,ABOVE,353,247,100,2400.0,9.42,832.10,738.00,Thursday,May
2025.05.02,09:42,16:01,LONG,19824.25,19724.25,20124.25,30002.0,3.00,775.0,27560.0,ABOVE,340,379,100,4838.0,8.69,367.02,262.00,Friday,May
2025.05.08,09:40,12:37,LONG,20166.88,20066.88,20466.88,-10002.0,-1.00,5938.0,775.0,ABOVE,268,177,100,3275.0,7.01,423.24,275.00,Thursday,May
2025.05.09,09:44,14:36,LONG,20114.00,20014.00,20414.00,-10004.0,-1.00,8591.0,7838.0,ABOVE,166,292,100,2088.0,6.88,405.91,162.00,Friday,May
2025.05.13,09:32,14:07,LONG,20780.38,20680.38,21080.38,30000.0,3.00,225.0,28200.0,ABOVE,216,275,100,3125.0,6.63,547.25,213.00,Tuesday,May
2025.05.14,10:34,20:30,LONG,21215.00,21115.00,21515.00,10684.0,1.07,877.0,12088.0,ABOVE,251,596,100,5150.0,6.70,523.33,362.00,Wednesday,May
2025.05.15,09:32,20:30,LONG,21163.38,21063.38,21463.38,15677.0,1.57,1738.0,27552.0,ABOVE,343,658,100,5125.0,10.67,179.51,225.00,Thursday,May
2025.05.19,09:32,15:40,LONG,21092.75,20992.75,21392.75,30001.0,3.00,3462.0,28113.0,ABOVE,307,368,100,5100.0,7.79,118.88,362.00,Monday,May
2025.05.22,09:32,11:58,LONG,21136.35,21036.35,21436.35,-10005.0,-1.00,7487.0,3313.0,BELOW,179,146,100,2587.0,6.38,483.39,150.00,Thursday,May
2025.05.23,11:20,11:59,SHORT,21053.78,21153.78,20753.78,30017.0,3.00,100.0,28675.0,BELOW,630,39,100,7237.0,12.70,297.95,650.00,Friday,May
2025.05.28,10:02,20:00,LONG,21378.75,21278.75,21678.75,-10002.0,-1.00,6414.0,12188.0,ABOVE,304,598,100,2275.0,6.08,342.30,312.00,Wednesday,May
2025.06.03,09:38,17:21,LONG,21417.38,21317.38,21717.38,30000.0,3.00,1663.0,28985.0,ABOVE,191,463,100,2487.0,8.69,415.02,188.00,Tuesday,June
2025.06.05,10:10,13:48,LONG,21757.88,21657.88,22057.88,-10004.0,-1.00,9050.0,6112.0,ABOVE,202,218,100,2688.0,8.37,159.37,450.00,Thursday,June
2025.06.06,09:36,20:30,LONG,21652.50,21552.50,21952.50,12638.0,1.26,4200.0,18183.0,ABOVE,194,654,100,3237.0,6.16,454.54,225.00,Friday,June
2025.06.09,10:54,14:31,SHORT,21741.88,21841.88,21441.88,-10005.0,-1.00,9526.0,1050.0,ABOVE,190,217,100,2062.0,4.23,87.75,125.00,Monday,June
2025.06.12,09:32,20:30,LONG,21799.38,21699.38,22099.38,9175.0,0.92,8163.0,14593.0,ABOVE,460,658,100,2650.0,8.26,312.08,250.00,Thursday,June
2025.06.13,10:58,20:30,LONG,21631.88,21531.88,21931.88,591.0,0.06,3513.0,20045.0,BELOW,485,572,100,6650.0,9.23,260.78,338.00,Friday,June
2025.06.16,09:50,12:22,SHORT,21725.00,21825.00,21425.00,-10004.0,-1.00,8738.0,0.0,BELOW,231,152,100,4725.0,6.61,164.25,75.00,Monday,June
2025.06.17,10:38,14:12,SHORT,21784.18,21884.18,21484.18,-10000.0,-1.00,9592.0,1813.0,ABOVE,374,214,100,6225.0,6.83,336.75,87.00,Tuesday,June
2025.06.19,10:10,22:00,SHORT,21596.12,21696.12,21296.12,6362.0,0.64,3301.0,15362.0,BELOW,173,710,100,2526.0,6.18,212.23,50.00,Thursday,June
2025.06.23,10:02,14:06,SHORT,21665.10,21765.10,21365.10,-10000.0,-1.00,9250.0,10275.0,BELOW,926,244,100,5250.0,6.09,122.24,25.00,Monday,June
2025.06.25,09:46,13:30,SHORT,22205.63,22305.63,21905.63,-10005.0,-1.00,8350.0,1100.0,ABOVE,128,224,100,2587.0,5.30,246.82,75.00,Wednesday,June
2025.06.27,10:14,20:30,SHORT,22508.63,22608.63,22208.63,-1012.0,-0.10,9404.0,12591.0,ABOVE,213,616,100,2062.0,5.59,251.87,375.00,Friday,June
2025.07.01,09:48,20:30,SHORT,22607.00,22707.00,22307.00,13340.0,1.33,2900.0,20829.0,ABOVE,436,642,100,2825.0,5.47,153.20,300.00,Tuesday,July
2025.07.03,10:02,13:30,SHORT,22641.50,22741.50,22341.50,-10001.0,-1.00,8875.0,1100.0,ABOVE,378,208,100,2462.0,6.30,278.87,238.00,Thursday,July
2025.07.08,09:52,20:30,SHORT,22725.88,22825.88,22425.88,1508.0,0.15,3737.0,7612.0,ABOVE,437,638,100,2462.0,5.71,218.24,850.00,Tuesday,July
2025.07.11,09:56,14:14,SHORT,22700.13,22800.13,22400.13,-10003.0,-1.00,9362.0,2250.0,BELOW,488,258,100,2887.0,8.11,188.63,300.00,Friday,July
2025.07.15,09:38,19:57,LONG,23000.08,22900.08,23300.08,-10000.0,-1.00,9086.0,3962.0,ABOVE,285,619,100,2250.0,4.20,260.14,400.00,Tuesday,July
2025.07.16,10:38,15:21,LONG,22838.88,22738.88,23138.88,-10004.0,-1.00,6781.0,7037.0,ABOVE,300,283,100,2250.0,4.97,242.45,525.00,Wednesday,July
2025.07.17,10:50,14:49,SHORT,22926.73,23026.73,22626.73,-10004.0,-1.00,8812.0,1938.0,ABOVE,347,239,100,2275.0,5.22,261.00,825.00,Thursday,July
2025.07.23,11:04,20:02,SHORT,23107.00,23207.00,22807.00,-10027.0,-1.00,6437.0,10862.0,ABOVE,302,538,100,2262.0,3.98,257.25,200.00,Wednesday,July
2025.08.01,10:08,20:30,SHORT,22959.63,23059.63,22659.63,19295.0,1.93,7225.0,27313.0,BELOW,779,622,100,4737.0,11.62,595.40,475.00,Friday,August
2025.08.06,09:32,14:02,SHORT,23038.50,23138.50,22738.50,-10000.0,-1.00,7875.0,3662.0,BELOW,479,270,100,3200.0,7.45,352.63,38.00,Wednesday,August
2025.08.08,11:22,20:30,LONG,23479.82,23379.82,23779.82,16743.0,1.67,5612.0,16943.0,ABOVE,143,548,100,2625.0,4.74,340.03,300.00,Friday,August
2025.08.11,09:32,19:51,LONG,23621.63,23521.63,23921.63,-10000.0,-1.00,8797.0,7630.0,ABOVE,271,619,100,2413.0,4.54,62.63,400.00,Monday,August
2025.08.19,10:02,16:45,SHORT,23692.40,23792.40,23392.40,30006.0,3.00,1133.0,28764.0,ABOVE,785,403,70,2313.0,4.48,161.12,475.00,Tuesday,August
2025.08.20,09:50,13:44,LONG,23356.73,23256.73,23656.73,-10001.0,-1.00,9448.0,1080.0,BELOW,200,234,70,2700.0,4.76,386.75,245.00,Wednesday,August
2025.08.21,09:46,12:18,LONG,23247.73,23147.73,23547.73,-10001.0,-1.00,9348.0,80.0,BELOW,303,152,70,3175.0,5.09,415.65,495.00,Thursday,August
2025.08.22,10:02,14:08,LONG,23184.20,23084.20,23484.20,30000.0,3.00,2980.0,26955.0,BELOW,362,246,70,2075.0,6.04,248.65,395.00,Friday,August
2025.08.25,10:26,15:05,SHORT,23414.90,23514.90,23114.90,-10000.0,-1.00,9788.0,3542.0,BELOW,293,279,70,2603.0,3.55,44.00,260.00,Monday,August
2025.08.26,09:36,20:30,LONG,23414.73,23314.73,23714.73,12367.0,1.24,3658.0,12623.0,BELOW,272,654,70,2650.0,4.48,172.76,108.00,Tuesday,August
2025.09.02,09:50,20:30,SHORT,23253.65,23353.65,22953.65,-7439.0,-0.74,8496.0,27011.0,BELOW,419,640,70,3175.0,7.61,181.40,150.00,Tuesday,September
2025.09.03,09:38,18:24,LONG,23390.98,23290.98,23690.98,-10000.0,-1.00,9482.0,8765.0,BELOW,351,526,70,3100.0,5.82,458.75,358.00,Wednesday,September
2025.09.18,10:32,14:31,SHORT,24452.53,24552.53,24152.53,-10000.0,-1.00,8445.0,8918.0,ABOVE,313,239,70,2387.0,4.74,343.96,575.00,Thursday,September
2025.09.19,09:34,20:30,LONG,24483.98,24383.98,24783.98,13480.0,1.35,2633.0,14392.0,ABOVE,312,656,70,2062.0,4.57,254.15,683.00,Friday,September
2025.09.22,10:12,20:30,LONG,24545.35,24445.35,24845.35,19864.0,1.99,2695.0,23378.0,ABOVE,288,618,70,3163.0,4.88,39.35,257.00,Monday,September
2025.09.25,09:42,20:30,SHORT,24474.05,24574.05,24174.05,8437.0,0.84,183.0,28080.0,ABOVE,381,648,70,2450.0,6.01,284.20,225.00,Thursday,September
2025.10.01,11:16,20:30,LONG,24551.09,24451.09,24851.09,23276.0,2.33,3488.0,26392.0,BELOW,711,554,50,5287.0,7.65,189.34,560.00,Wednesday,October
2025.10.02,09:32,20:30,SHORT,24875.36,24975.36,24575.36,-2095.0,-0.21,8520.0,8815.0,ABOVE,666,658,50,2203.0,6.30,403.63,470.00,Thursday,October
2025.10.06,09:32,20:30,LONG,24920.02,24820.02,25220.02,5063.0,0.51,482.0,12120.0,ABOVE,772,658,60,2272.0,5.15,75.66,132.00,Monday,October
2025.10.07,09:40,15:06,LONG,24983.51,24883.51,25283.51,-10000.0,-1.00,7528.0,8316.0,ABOVE,672,326,60,2024.0,4.23,206.82,184.00,Tuesday,October
2025.10.08,10:12,13:48,SHORT,24862.23,24962.23,24562.23,-10001.0,-1.00,8929.0,1572.0,ABOVE,1546,216,60,2478.0,5.93,289.75,969.00,Wednesday,October
2025.10.09,09:34,14:31,LONG,25126.54,25026.54,25426.54,-10000.0,-1.00,7583.0,1015.0,ABOVE,762,297,60,3043.0,5.02,367.41,172.00,Thursday,October
2025.10.10,09:42,13:47,SHORT,25094.66,25194.66,24794.66,-10000.0,-1.00,9687.0,3490.0,ABOVE,1336,245,60,4846.0,7.39,219.22,231.00,Friday,October
2025.10.13,09:36,16:58,SHORT,24677.67,24777.67,24377.67,-10001.0,-1.00,9455.0,12230.0,BELOW,1288,442,60,2721.0,9.15,179.02,47.00,Monday,October
2025.10.14,09:34,15:05,SHORT,24476.67,24576.67,24176.67,-10002.0,-1.00,7656.0,21978.0,BELOW,1826,331,60,5103.0,13.66,237.53,350.00,Tuesday,October
2025.10.16,09:50,16:00,LONG,24865.30,24765.30,25165.30,-10002.0,-1.00,7259.0,13034.0,ABOVE,922,370,60,2657.0,9.85,451.05,364.00,Thursday,October
2025.10.17,10:58,13:55,LONG,24392.27,24292.27,24692.27,30001.0,3.00,60.0,27946.0,BELOW,2059,177,60,7643.0,20.63,535.95,154.00,Friday,October
2025.10.21,09:32,20:30,LONG,25124.26,25024.26,25424.26,-3456.0,-0.35,7253.0,4745.0,ABOVE,664,658,60,2371.0,6.21,396.80,300.00,Tuesday,October
2025.10.23,11:06,13:48,SHORT,24867.99,24967.99,24567.99,-10002.0,-1.00,9403.0,8274.0,ABOVE,352,162,60,6179.0,9.34,532.49,592.00,Thursday,October
2025.10.24,09:32,20:30,LONG,25235.86,25135.86,25535.86,12615.0,1.26,1871.0,17311.0,ABOVE,144,658,1,2865.0,4.57,370.36,201.00,Friday,October
2025.10.30,09:44,19:21,SHORT,26067.51,26167.51,25767.51,30005.0,3.00,7399.0,28750.0,ABOVE,351,577,1,7051.0,11.33,328.64,899.00,Thursday,October
2025.10.31,09:40,20:30,SHORT,26040.89,26140.89,25740.89,20599.0,2.06,8710.0,28545.0,ABOVE,259,650,1,2202.0,5.95,544.53,461.00,Friday,October
2025.11.03,09:32,15:26,LONG,26018.44,25918.44,26318.44,-10001.0,-1.00,8337.0,10086.0,ABOVE,331,354,1,6539.0,6.98,62.41,476.00,Monday,November
2025.11.04,09:46,14:51,SHORT,25586.02,25686.02,25286.02,-10038.0,-1.00,7288.0,6128.0,BELOW,379,305,1,6683.0,16.96,248.65,498.00,Tuesday,November
2025.11.05,09:32,14:47,SHORT,25369.36,25469.36,25069.36,-10015.0,-1.00,9540.0,8529.0,BELOW,312,315,1,5095.0,12.91,564.22,235.00,Wednesday,November
2025.11.06,09:32,14:31,LONG,25615.45,25515.45,25915.45,-10038.0,-1.00,6810.0,7741.0,BELOW,292,299,1,6760.0,7.57,593.80,149.00,Thursday,November
2025.11.07,09:32,14:37,SHORT,25146.13,25246.13,24846.13,30052.0,3.01,650.0,23598.0,BELOW,312,305,1,5578.0,12.46,622.61,472.00,Friday,November
2025.11.10,11:10,14:39,SHORT,25407.50,25507.50,25107.50,-10009.0,-1.00,8438.0,838.0,BELOW,204,209,1,5010.0,8.45,74.74,164.00,Monday,November
2025.11.11,09:36,20:30,SHORT,25517.86,25617.86,25217.86,-3690.0,-0.37,6729.0,13161.0,BELOW,276,654,1,3098.0,9.37,490.75,202.00,Tuesday,November
2025.11.13,09:38,15:48,SHORT,25423.12,25523.12,25123.12,30014.0,3.00,9202.0,29623.0,BELOW,347,370,1,13040.0,15.72,340.76,2050.00,Thursday,November
2025.11.14,09:32,13:43,SHORT,24858.74,24958.74,24558.74,30023.0,3.00,3314.0,28860.0,BELOW,377,251,1,6051.0,15.47,718.04,1487.00,Friday,November
2025.11.17,09:36,14:30,SHORT,25192.25,25292.25,24892.25,30015.0,3.00,903.0,28498.0,BELOW,316,294,1,6051.0,11.79,165.01,1749.00,Monday,November
2025.11.18,09:38,15:02,SHORT,24695.00,24795.00,24395.00,30001.0,3.00,6076.0,28136.0,BELOW,328,324,1,7826.0,17.11,627.39,126.00,Tuesday,November
2025.11.19,09:32,15:11,LONG,24562.87,24462.87,24862.87,30011.0,3.00,5200.0,28252.0,BELOW,289,339,1,6650.0,13.40,577.88,1011.00,Wednesday,November
2025.11.20,09:46,13:03,SHORT,24987.75,25087.75,24687.75,-10012.0,-1.00,9102.0,4250.0,BELOW,261,197,1,6953.0,13.68,662.87,249.00,Thursday,November
2025.11.21,09:40,12:45,SHORT,24014.25,24114.25,23714.25,-10039.0,-1.00,8665.0,18447.0,BELOW,364,185,1,10864.0,21.67,1286.25,1237.00,Friday,November
2025.12.02,10:08,20:30,LONG,25398.75,25298.75,25698.75,18050.0,1.81,3187.0,20900.0,ABOVE,165,622,1,3115.0,6.57,302.49,198.00,Tuesday,December
2025.12.05,09:40,15:02,SHORT,25663.77,25763.77,25363.77,-10007.0,-1.00,8300.0,12701.0,ABOVE,124,322,1,2362.0,5.65,243.02,23.00,Friday,December
2025.12.08,10:04,20:30,SHORT,25721.25,25821.25,25421.25,14997.0,1.50,7101.0,19149.0,ABOVE,173,626,1,2473.0,7.08,36.23,552.00,Monday,December
2025.12.10,10:08,19:54,SHORT,25669.77,25769.77,25369.77,-10002.0,-1.00,7386.0,15751.0,ABOVE,195,586,1,2751.0,8.34,175.36,98.00,Wednesday,December
2025.12.11,09:40,14:49,LONG,25566.76,25466.76,25866.76,-10014.0,-1.00,7138.0,9798.0,ABOVE,221,309,1,6451.0,10.52,336.49,350.00,Thursday,December
2025.12.12,09:34,15:58,SHORT,25551.25,25651.25,25251.25,30037.0,3.00,4803.0,26200.0,BELOW,284,384,1,7652.0,12.74,477.36,1349.00,Friday,December
2025.12.15,09:34,14:57,LONG,25307.77,25207.77,25607.77,-10006.0,-1.00,8152.0,8350.0,BELOW,172,323,1,4813.0,9.17,109.87,340.00,Monday,December
2025.12.22,09:36,20:30,LONG,25470.76,25370.76,25770.76,-2850.0,-0.29,7065.0,7450.0,ABOVE,153,654,1,3217.0,5.32,43.02,149.00,Monday,December
2025.12.23,09:32,13:39,LONG,25485.52,25385.52,25785.52,-10022.0,-1.00,8652.0,275.0,ABOVE,130,247,1,2951.0,5.40,163.90,476.00,Tuesday,December
2025.12.29,09:46,20:30,SHORT,25521.75,25621.75,25221.75,-1002.0,-0.10,6301.0,8124.0,ABOVE,127,644,1,2950.0,5.92,34.03,102.00,Monday,December
2025.12.30,10:52,20:30,SHORT,25509.27,25609.27,25209.27,2002.0,0.20,6863.0,4290.0,ABOVE,141,578,1,2152.0,4.69,244.49,497.00,Tuesday,December
2025.12.31,10:30,20:10,LONG,25372.77,25272.77,25672.77,-10015.0,-1.00,8252.0,12848.0,BELOW,85,580,1,2827.0,5.22,147.38,125.00,Wednesday,December
2026.01.06,09:50,20:30,LONG,25395.76,25295.76,25695.76,22149.0,2.21,1203.0,23198.0,BELOW,193,640,1,3002.0,6.55,271.38,49.00,Tuesday,January
2026.01.07,10:14,20:30,LONG,25569.75,25469.75,25869.75,10052.0,1.01,2900.0,23250.0,ABOVE,150,616,1,3149.0,4.32,318.77,149.00,Wednesday,January
2026.01.13,09:44,13:30,SHORT,25727.26,25827.26,25427.26,-10019.0,-1.00,2076.0,2500.0,ABOVE,183,226,1,2911.0,5.57,385.49,1037.00,Tuesday,January
2026.01.14,09:44,15:00,SHORT,25685.75,25785.75,25385.75,30013.0,3.00,203.0,26597.0,ABOVE,205,316,1,2361.0,5.83,241.73,300.00,Wednesday,January
2026.01.15,09:34,20:19,LONG,25650.27,25550.27,25950.27,-10034.0,-1.00,8165.0,13049.0,ABOVE,171,645,1,7474.0,10.12,504.03,401.00,Thursday,January
2026.01.16,10:28,14:59,LONG,25676.01,25576.01,25976.01,-10042.0,-1.00,9325.0,3150.0,ABOVE,97,271,1,3028.0,5.81,389.01,49.00,Friday,January
2026.01.19,09:38,16:15,SHORT,25117.73,25217.73,24817.73,-10002.0,-1.00,8953.0,3996.0,BELOW,388,397,1,9651.0,20.08,63.01,1953.00,Monday,January
2026.01.20,09:34,11:25,SHORT,24956.75,25056.75,24656.75,-10011.0,-1.00,9326.0,1448.0,BELOW,391,111,1,8852.0,19.93,232.50,1400.00,Tuesday,January
2026.01.26,09:32,14:32,SHORT,25524.27,25624.27,25224.27,-10004.0,-1.00,9411.0,7300.0,ABOVE,309,300,1,4701.0,9.86,144.77,2548.00,Monday,January
2026.01.27,09:58,15:10,SHORT,25834.51,25934.51,25534.51,-10003.0,-1.00,9689.0,5024.0,ABOVE,228,312,1,2399.0,5.96,384.37,125.00,Tuesday,January
2026.01.28,09:52,15:43,LONG,26152.27,26052.27,26452.27,-10002.0,-1.00,9001.0,3848.0,ABOVE,191,351,1,2853.0,8.06,271.53,200.00,Wednesday,January
2026.01.29,09:32,14:45,SHORT,26111.76,26211.76,25811.76,30013.0,3.00,2100.0,28338.0,ABOVE,241,313,1,2750.0,9.08,351.14,151.00,Thursday,January
2026.01.30,09:46,10:37,SHORT,25555.66,25655.66,25255.66,-10043.0,-1.00,7913.0,2964.0,BELOW,368,51,60,9763.0,18.56,743.18,566.00,Friday,January
2026.02.02,09:34,14:50,LONG,25340.09,25240.09,25640.09,30041.0,3.00,6435.0,28331.0,BELOW,344,316,70,10211.0,18.17,196.13,311.00,Monday,February
2026.02.03,10:36,14:57,SHORT,25837.74,25937.74,25537.74,30028.0,3.00,4421.0,25566.0,ABOVE,210,261,70,5089.0,7.04,798.15,263.00,Tuesday,February
2026.02.04,10:32,13:49,LONG,25340.57,25240.57,25640.57,-10027.0,-1.00,8718.0,3379.0,BELOW,307,197,70,8975.0,10.70,808.73,417.00,Wednesday,February
2026.02.05,09:32,11:33,LONG,24985.99,24885.99,25285.99,-10002.0,-1.00,8036.0,0.0,BELOW,376,121,70,9255.0,21.15,729.79,2194.00,Thursday,February
2026.02.06,09:32,16:35,LONG,24636.70,24536.70,24936.70,30020.0,3.00,2632.0,29122.0,BELOW,362,423,70,16374.0,22.13,867.26,1308.00,Friday,February
2026.02.12,09:48,15:57,SHORT,25254.86,25354.86,24954.86,30022.0,3.00,7821.0,29185.0,ABOVE,262,369,70,2251.0,6.94,405.24,400.00,Thursday,February
2026.02.13,11:00,14:48,SHORT,24645.39,24745.39,24345.39,-10027.0,-1.00,8468.0,13118.0,BELOW,319,228,70,7550.0,15.03,697.47,-50.00,Friday,February
2026.02.18,09:32,13:48,LONG,24858.08,24758.08,25158.08,-10012.0,-1.00,9819.0,2928.0,BELOW,190,256,70,2575.0,9.18,439.62,218.00,Wednesday,February
2026.02.20,10:04,15:01,SHORT,24865.89,24965.89,24565.89,-10172.0,-1.02,1395.0,22257.0,BELOW,266,297,70,5153.0,6.99,303.95,247.00,Friday,February
2026.02.23,09:42,12:28,LONG,24941.57,24841.57,25241.57,-10000.0,-1.00,9519.0,0.0,ABOVE,191,166,70,6889.0,9.16,120.51,381.00,Monday,February
2026.02.24,09:58,14:33,LONG,24794.57,24694.57,25094.57,-10035.0,-1.00,8368.0,3829.0,BELOW,162,275,70,5397.0,8.90,370.32,520.00,Tuesday,February
2026.02.25,10:38,20:30,LONG,25038.81,24938.81,25338.81,27498.0,2.75,2292.0,28363.0,ABOVE,194,592,70,3201.0,6.16,382.44,493.00,Wednesday,February
2026.02.27,09:38,20:30,SHORT,24999.38,25099.38,24699.38,7221.0,0.72,244.0,25194.0,ABOVE,276,652,70,4802.0,11.26,551.83,98.00,Friday,February
